label,sms,processed_sms
ham,Can you just come in for a sec? There's somebody here I want you to see,come sec theres somebody want see
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd p optout txt stop reply date
ham,"Hmm well, night night ",hmm well night night
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,miserable dont tell u side effects birth control massive gut wrenching cramps first months didnt sleep last night
ham,Goodmorning sleeping ga.,goodmorning sleeping ga
ham,Yup,yup
ham,Going to join tomorrow.,going join tomorrow
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif sis lor aft bathing dog bathe looks like going rain soon
ham,How r ü going to send it to me?,r going send
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,like hotel dusk game think solve puzzles area thing
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",might want pull case plan spending dont much confidence derek taylors money management
ham,Guess who spent all last night phasing in and out of the fourth dimension,guess spent last night phasing fourth dimension
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,message sent askin ltgt dollars shoul pay ltgt ltgt
ham,And of course you should make a stink!,course make stink
ham,"Oh, then your phone phoned me but it disconnected",oh phone phoned disconnected
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent jd customer service cum accounts executive ur mail id details contact us
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",hi jon pete ive bin spain recently hav sum dinero left bill said u ur rents mayb interested hav pes around tb james
ham,What is the plural of the noun research?,plural noun research
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u secret admirer looking make contact ufind rreveal thinks ur specialcall
ham,I need you to be in my strong arms...,need strong arms
ham,"Sorry that took so long, omw now",sorry took long omw
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",k roommate also wants dubsack another friend may also want plan bringing extra ill tell know sure
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,little darlings far week need coffee run tomocant believe time week already
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,im diet ate many slices pizza yesterday ugh im always diet
ham,Yes. Rent is very expensive so its the way we save.,yes rent expensive way save
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasy football back tv go sky gamestar sky active play k dream team scoring starts saturday register nowsky opt
ham,K:)eng rocking in ashes:),keng rocking ashes
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",many people seems special first sight remain special till last sight maintain till life ends shjas
ham,"Haha, that was the first person I was gonna ask",haha first person gonna ask
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr
ham,I think it's all still in my car,think still car
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,waiting tv show start lor u leh still busy ur report
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staffsciencenusedusgphyhcmkteachingpc
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,x course yrs messages messenger lik r sending
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat u really neva c e msg sent shuhui
ham,Well its not like you actually called someone a punto. That woulda been worse.,well like actually called someone punto woulda worse
ham,Update your face book status frequently :),update face book status frequently
ham,All sounds good. Fingers . Makes it difficult to type,sounds good fingers makes difficult type
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",make time tonight whenever cool text whenever youre around
ham,"Sorry, I'll call later",sorry ill call later
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,dunno lei thk mum lazy go neva ask yet
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts
ham,"G says you never answer your texts, confirm/deny",g says never answer texts confirmdeny
ham,Hey r ü still online? I've finished the formatting...,hey r still online ive finished formatting
ham,Can. Dunno wat to get 4 her...,dunno wat get
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",frndship like needle clock though v r clock v r nt able met evn v meetitz seconds bt v alwys stay conected gud
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thanks vote sing along stars karaoke mobile free link reply sing
ham,Merry christmas to u too annie!,merry christmas u annie
ham,Omg how did u know what I ate?,omg u know ate
ham,When i have stuff to sell i.ll tell you,stuff sell ill tell
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",hmmm thought said hours slave late punish
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,stayin trouble strangersaw dave day hes sorted nowstill bloke u gona get girl mrur mum still thinks get getha
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey congrats u id luv ive go home
ham,Meet after lunch la...,meet lunch la
ham,Ya had just now.onion roast.,ya nowonion roast
ham,A bloo bloo bloo I'll miss the first bowl,bloo bloo bloo ill miss first bowl
ham,How abt making some of the pics bigger?,abt making pics bigger
ham,Did u got that persons story,u got persons story
ham,:( but your not here....,
ham,No..jst change tat only..,nojst change tat
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,private account statement shows unredeemed points call identifier code expires
ham,Serious? What like proper tongued her,serious like proper tongued
ham,Thanks for loving me so. You rock,thanks loving rock
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),ard rest ard leastwhich price bedrm
ham,Aaooooright are you at work?,aaooooright work
ham,ok....take care.umma to you too...,oktake careumma
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,appt lttimegt fault u dont listen told u twice
ham,They did't play one day last year know even though they have very good team.. Like india.,didt play one day last year know even though good team like india
ham,Just wanted to say holy shit you guys weren't kidding about this bud,wanted say holy shit guys werent kidding bud
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent trying contact last weekends draw shows prize guaranteed call claim code k valid hrs ppm
ham,"Hi elaine, is today's meeting confirmed?",hi elaine todays meeting confirmed
ham,Then why you not responding,responding
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,u horrible gal u knew dat going wif yest n u still come n ask
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend someone lifetime may meaningless moments spent someone really love means life
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",aight im chillin friends room text youre way
ham,Its a part of checking IQ,part checking iq
ham,Whom you waited for yesterday,waited yesterday
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one gets twelve aah speak tomo
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah den plus lor u workin oso rite den go orchard lor place go liao
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,im da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe goes day job prospects yet miss love sighs
ham,Argh why the fuck is nobody in town ;_;,argh fuck nobody town
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",k addie amp art ill get home
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sms
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,didnt tell thatnow im thinking plus hes going stop runs
ham,"Its ok, if anybody asks abt me, u tel them..:-P",ok anybody asks abt u tel themp
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",forget tell want need crave love sweet arabian steed mmmmmm yummy
ham,Dear good morning how you feeling dear,dear good morning feeling dear
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money better babe gary would freak knew
ham,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nino gets oh
ham,You said to me before i went back to bed that you can't sleep for anything.,said went back bed cant sleep anything
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,frens go lor alone wif mum n sis lor
ham,Erutupalam thandiyachu,erutupalam thandiyachu
ham,Annoying isn't it.,annoying isnt
ham,Lol ok. I'll snatch her purse too.,lol ok ill snatch purse
ham,Am in film ill call you later.,film ill call later
ham,"Sure, I'll see if I can come by in a bit",sure ill see come bit
ham,Okie...,okie
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,wonder cos dun rem seeing silver car thk saw black one
ham,If u dun drive then how i go 2 sch.,u dun drive go sch
ham,Lmao. Take a pic and send it to me.,lmao take pic send
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",yes obviously eggspert potato head speak soon
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah okie lorgoin drivin den go shoppin tt
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,sucks got planned yo valentine yo valentine arent
ham,I sent them. Do you like?,sent like
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
ham,Hello which the site to download songs its urgent pls,hello site download songs urgent pls
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,recieve tone within next hrs terms conditions please see channel u teletext pg
ham,Ok i vl..do u know i got adsense approved..,ok vldo u know got adsense approved
ham,"Goodmorning,my grandfather expired..so am on leave today.",goodmorningmy grandfather expiredso leave today
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,datingi two started sent text talk sport radio last week connection think coincidence
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate free text messages replying message word free terms conditions visit wwwcom
ham,Ok thanx...,ok thanx
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call customer service representative ampm guaranteed cash prize
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",whats bruv hope great break rewarding semester
ham,Ok then u tell me wat time u coming later lor.,ok u tell wat time u coming later lor
ham,here is my new address -apples&pairs&all that malarky,new address applespairsall malarky
ham,No problem. How are you doing?,problem
ham,WHORE YOU ARE UNBELIEVABLE.,whore unbelievable
ham,Leave it de:-). Start Prepare for next:-)..,leave de start prepare next
ham,I‘m going to try for 2 months ha ha only joking,im going try months ha ha joking
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
ham,Ffffffffff. Alright no way I can meet up with you sooner?,ffffffffff alright way meet sooner
ham,"Aight, call me once you're close",aight call youre close
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,last chance claim ur worth discount voucherstext yes nowsavamobmember offers mobile cs sub remove txt x stop
ham,Where are you call me.,call
ham,What time you think you'll have it? Need to know when I should be near campus,time think youll need know near campus
ham,You in your room? I need a few,room need
ham,Hi its in durban are you still on this number,hi durban still number
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,trip ok quite tiring lor uni starts today ok cos im taking modules jus concentrating final yr project
ham,Good morning princess! Have a great day!,good morning princess great day
ham,"Sorry, I'll call later",sorry ill call later
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month ,hey going quit soon xuhui working till end month
ham,Do u knw dis no. &lt;#&gt; ?,u knw dis ltgt
ham,"Haha awesome, be there in a minute",haha awesome minute
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui say change suntec steamboat u noe r u
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",fishrman woke early mrng dark waited amp found sack ful stones strtd throwin thm sea pass time atlast jus stone sun rose amp found tht r nt stones diamonds moraldont wake early mrng good night
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs
ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",stop wondering wow ever going stop tming tm whenever want mine laughs
ham,Hey anyway i have to :-),hey anyway
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,gonna death im gonna leave note says robs fault avenge
ham,"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing well work
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,congratulations weeks competition draw u prize claim call b tcsstop sms ppm
ham,Many times we lose our best ones bcoz we are ,many times lose best ones bcoz
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,li hai bored da lecturer repeating last weeks stuff waste time
ham,When are you going to ride your bike?,going ride bike
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",im smoking people use wylie smokes much justify ruining shit
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,ask keep one maybe thats didnt get messages sent glo
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
ham,After completed degree. There is no use in joining finance.,completed degree use joining finance
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,yar quite clever aft many guesses lor got ask bring thk darren willing go aiya thk leona still attach wat
ham,"I'm back, lemme know when you're ready",im back lemme know youre ready
ham,Thats cool. Where should i cum? On you or in you? :),thats cool cum
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chasing dream whats good next
ham,Ok lor thanx... Ü in school?,ok lor thanx school
ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,dips cell dead coming u better respond else shall come back
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
ham,Ok. She'll be ok. I guess,ok shell ok guess
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,two letters copy cos one message speak soon
ham,I'll let you know when it kicks in,ill let know kicks
ham,What time is ur flight tmr?,time ur flight tmr
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,actually sleeping still might u call back text gr rock sis send u text wen wake
ham,Well. Balls. Time to make calls,well balls time make calls
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate free text messages replying message word free terms conditions visit wwwcom
ham,"Aight no rush, I'll ask jay",aight rush ill ask jay
ham,Same to u...,u
ham,In meeting da. I will call you,meeting da call
ham,"Whatever, juliana. Do whatever you want.",whatever juliana whatever want
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk u bak college yet work sends ink bath
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,free msg ringtonefrom httptms widelivecomindex wmlidbaeceffffirsttruejul
ham,"Doing nothing, then u not having dinner w us?",nothing u dinner w us
ham,Well there's still a bit left if you guys want to tonight,well theres still bit left guys want tonight
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",hello news job making wait fifth week yeah im woozles weasels exeter still home
ham,I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,cant wait cornwall hope tonight isnt bad well rock night shite anyway im going kip good night speak soon
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",xxxmobilemovieclub use credit click wap link next txt message click httpwap xxxmobilemovieclubcomnqjkgighjjgcbl
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tones week include mcflyall ab sara jorgeshock smithswitch order follow instructions next message
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,great hope like man well endowed ltgt inches
ham,Have you got Xmas radio times. If not i will get it now,got xmas radio times get
ham,Your pussy is perfect!,pussy perfect
ham,What makes you most happy?,makes happy
ham,Dear we are going to our rubber place,dear going rubber place
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,beauty life next second hides thousands secrets wish every second wonderful ur life gud n
ham,"Ok da, i already planned. I wil pick you.",ok da already planned wil pick
ham,He is there. You call and meet him,call meet
ham,"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX""",babe feel lets get itboth try cheer upnot fit soo muchxxlove u locaxx
ham,"He will, you guys close?",guys close
ham,Did u download the fring app?,u download fring app
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,lol would mom would fit tell whole family crazy terrible
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd
ham,"And how you will do that, princess? :)",princess
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receive account another hr time sorry delay
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,students solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr
ham,Oh k :)why you got job then whats up?,oh k got job whats
ham,And do you have any one that can teach me how to ship cars.,one teach ship cars
ham,"Sorry, I'll call later",sorry ill call later
ham,I know that my friend already told that.,know friend already told
ham,In that case I guess I'll see you at campus lodge,case guess ill see campus lodge
ham,Ya! when are ü taking ure practical lessons? I start in june..  ,ya taking ure practical lessons start june
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",come life brought sun shiny warming heart putting constant smile face making feel loved cared
ham,Ill call you evening ill some ideas.,ill call evening ill ideas
ham,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)",speak feel words better silence gud mrng
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,ok days making dinner tonite invited
ham,Then u drive lor.,u drive lor
ham,"Haha I heard that, text me when you're around",haha heard text youre around
ham,Hey i've booked the pilates and yoga lesson already... Haha,hey ive booked pilates yoga lesson already haha
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",picking various points going yeovil motor project hours u take home max easy
ham,"Sorry, I'll call later",sorry ill call later
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones
ham,It's ok lar. U sleep early too... Nite...,ok lar u sleep early nite
ham,Having lunch:)you are not in online?why?,lunchyou onlinewhy
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,valentine game send dis msg ur friends answers r someone really loves u ques colour suits best
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,also ive sorta blown couple times recently id rather text blue looking weed
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning said like ok
ham,I wait 4 ü inside da car park...,wait inside da car park
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,aint answerin phone actually pretty reasonable hour im sleepy
ham,Lmao ok I wont be needing u to do my hair anymore.,lmao ok wont needing u hair anymore
ham,"Don't worry, * is easy once have ingredients!",dont worry easy ingredients
ham,Sorry completely forgot * will pop em round this week if your still here?,sorry completely forgot pop em round week still
ham,I notice you like looking in the shit mirror youre turning into a right freak,notice like looking shit mirror youre turning right freak
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",yeah theres barely enough room two us x many fucking shoes sorry man see later
ham,Ill be at yours in about 3 mins but look out for me,ill mins look
ham,When did you get to the library,get library
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,well pay like ltgt yrs difficult
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs
ham,"Not sure yet, still trying to get a hold of him",sure yet still trying get hold
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,c movie juz last minute decision mah juz watch lar tot interested
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
ham,No but the bluray player can,bluray player
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,wanted ask wait finish lect cos lect finishes hour anyway
ham,Wow v v impressed. Have funs shopping!,wow v v impressed funs shopping
ham,IM GONNA MISS U SO MUCH,im gonna miss u much
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,great trip india bring light everyone project everyone lucky see smile bye abiola
ham,K. I will sent it again,k sent
ham,Thanx a lot 4 ur help!,thanx lot ur help
ham,Got it..mail panren paru..,got itmail panren paru
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszonecom lets send free anonymous masked messagesim sending message theredo see potential abuse
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
ham,I liked the new mobile,liked new mobile
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,congratulations youve youre winner august prize draw call prize code
ham,Where to get those?,get
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,dont know supports ass srt thnk think ps play usb
ham,Erm. I thought the contract ran out the4th of october.,erm thought contract ran theth october
ham,Rofl. Its true to its name,rofl true name
ham,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",response one powerful weapon occupy place others heart always give response cares u gud nightswt dreamstake care
ham,Whats the staff name who is taking class for us?,whats staff name taking class us
ham,"Princess, is your kitty shaved or natural?",princess kitty shaved natural
ham,Y bishan lei... I tot ü say lavender? ,bishan lei tot say lavender
ham,Oh k.i think most of wi and nz players unsold.,oh ki think wi nz players unsold
ham,"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!""",hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks hrs last nite today wrk
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight latest probably closer jay tyler two trips
